shipment_id,customer_id,origin_port,destination_port,departure_date,arrival_date,shipment_status,cargo_type,weight_tons,volume_cbm,revenue,cost
SHP002316,CUST001465,Singapore Port,Singapore Port,2023-08-02,2024-11-10,Delivered,Food,58.14,33.04,87996.56,104097.9
SHP002317,CUST000977,Los Angeles Port,Singapore Port,2023-11-23,2022-08-18,In Transit,Textiles,162.62,228.58,41516.91,26176.94
SHP002318,CUST000716,Singapore Port,Lagos Port,2022-09-27,2023-09-19,In Transit,Vehicles,196.15,54.13,168312.61,94745.93
SHP002319,CUST000559,Los Angeles Port,Hamburg Port,2023-03-16,2023-12-27,Delivered,Oil,21.57,65.37,75275.55,12321.27
SHP002320,CUST002443,Singapore Port,Durban Port,2024-03-08,2022-01-20,In Transit,Electronics,197.77,388.61,199623.69,52642.41
SHP002321,CUST001491,Singapore Port,Rotterdam Port,2022-08-27,2022-05-05,In Transit,Electronics,23.97,98.27,161145.9,29853.08
SHP002322,CUST001121,Lagos Port,Lagos Port,2023-02-13,2022-12-17,Delayed,Oil,117.55,47.65,160719.49,100655.16
SHP002323,CUST001296,Shanghai Port,Rotterdam Port,2023-10-15,2023-05-14,Delayed,Electronics,111.25,392.09,132863.89,62986.94
SHP002324,CUST001624,Durban Port,Los Angeles Port,2024-03-23,2022-05-15,In Transit,Electronics,7.14,486.05,191957.77,41347.17
SHP002325,CUST000822,Rotterdam Port,Hamburg Port,2024-06-07,2024-02-17,Delivered,Food,18.26,137.69,167244.85,141907.74
SHP002326,CUST001661,Durban Port,Durban Port,2024-05-05,2024-10-01,In Transit,Electronics,135.8,281.01,68288.01,75340.0
SHP002327,CUST000392,Singapore Port,Shanghai Port,2022-02-04,2022-06-08,In Transit,Electronics,44.24,348.13,169200.57,15736.94
SHP002328,CUST000798,Shanghai Port,Rotterdam Port,2024-04-14,2024-07-10,Delivered,Textiles,142.07,121.01,39891.03,56526.53
SHP002329,CUST000352,Rotterdam Port,Shanghai Port,2024-07-09,2022-01-05,Delayed,Oil,54.62,40.36,167692.86,81409.84
SHP002330,CUST000527,Singapore Port,Dubai Port,2023-01-11,2023-01-12,Delayed,Food,97.56,261.32,44625.26,100848.87
SHP002331,CUST002012,Singapore Port,Shanghai Port,2024-06-10,2024-06-29,Delayed,Oil,127.94,161.61,167770.26,89026.32
SHP002332,CUST000604,Singapore Port,Dubai Port,2024-04-06,2024-07-10,Delivered,Electronics,119.85,10.58,150336.95,149320.55
SHP002333,CUST000568,Dubai Port,Hamburg Port,2023-06-01,2022-12-15,In Transit,Vehicles,184.81,110.01,191807.08,128204.82
SHP002334,CUST001698,Rotterdam Port,Durban Port,2022-02-06,2023-12-20,Delivered,Textiles,5.0,149.99,66880.59,112499.51
SHP002335,CUST002295,Shanghai Port,Dubai Port,2022-08-27,2022-07-27,In Transit,Food,88.59,307.1,199059.35,56124.86
SHP002336,CUST000967,Durban Port,Durban Port,2022-11-26,2023-03-25,Delayed,Electronics,80.09,254.04,187099.68,78217.31
SHP002337,CUST001352,Singapore Port,Durban Port,2022-05-14,2024-08-20,Delivered,Electronics,163.85,69.09,161324.73,118541.45
SHP002338,CUST002615,Rotterdam Port,Shanghai Port,2023-07-03,2022-02-12,Delivered,Textiles,158.09,421.12,5203.65,102870.14
SHP002339,CUST000237,Los Angeles Port,Lagos Port,2024-05-01,2022-06-27,Delayed,Textiles,79.85,369.31,198865.35,139324.01
SHP002340,CUST000498,Hamburg Port,Singapore Port,2023-08-01,2023-01-24,Delayed,Electronics,141.96,79.41,51058.93,5382.55
SHP002341,CUST001677,Hamburg Port,Durban Port,2024-08-31,2023-01-30,Delayed,Electronics,6.44,375.81,117187.02,83327.99
SHP002342,CUST002968,Singapore Port,Durban Port,2024-04-11,2024-06-22,In Transit,Electronics,196.72,23.54,181564.29,85897.75
SHP002343,CUST000659,Lagos Port,Hamburg Port,2022-08-13,2022-01-14,Delivered,Oil,65.75,394.17,20355.49,104590.69
SHP002344,CUST001018,Lagos Port,Lagos Port,2024-01-28,2023-06-14,Delayed,Vehicles,12.82,277.98,155016.58,102130.04
SHP002345,CUST002587,Hamburg Port,Durban Port,2024-03-13,2022-09-03,Delayed,Oil,80.25,353.82,173194.17,112415.53
SHP002346,CUST001877,Lagos Port,Lagos Port,2022-08-02,2024-04-22,Delayed,Electronics,17.35,367.34,72146.2,92426.53
SHP002347,CUST002505,Singapore Port,Singapore Port,2022-02-05,2024-04-02,Delivered,Food,100.74,491.02,38168.57,19282.17
SHP002348,CUST000326,Dubai Port,Hamburg Port,2024-06-16,2023-11-27,Delivered,Vehicles,115.34,248.56,188128.25,71599.24
SHP002349,CUST002498,Durban Port,Los Angeles Port,2024-07-20,2024-08-12,In Transit,Food,159.68,453.1,22787.94,84242.02
SHP002350,CUST000221,Dubai Port,Dubai Port,2023-07-18,2023-07-15,In Transit,Vehicles,149.39,104.44,46206.46,28197.44
SHP002351,CUST002011,Hamburg Port,Durban Port,2022-03-30,2024-03-09,Delivered,Vehicles,12.29,58.5,124375.57,143995.8
SHP002352,CUST002594,Durban Port,Durban Port,2023-01-21,2023-02-08,Delayed,Oil,114.72,475.96,124090.4,60959.59
SHP002353,CUST000856,Durban Port,Hamburg Port,2024-02-14,2024-07-25,Delayed,Electronics,197.82,147.0,111745.6,22233.37
SHP002354,CUST001078,Rotterdam Port,Dubai Port,2024-07-16,2023-06-14,Delayed,Electronics,84.81,380.31,77395.51,43982.02
SHP002355,CUST002767,Durban Port,Durban Port,2023-06-17,2024-04-16,Delivered,Oil,130.44,131.71,150957.66,47415.4
SHP002356,CUST000274,Hamburg Port,Los Angeles Port,2023-09-19,2024-02-22,In Transit,Textiles,47.92,165.74,191955.06,130215.42
SHP002357,CUST002712,Lagos Port,Durban Port,2022-08-02,2024-01-13,Delayed,Textiles,139.49,106.26,14466.93,32381.59
SHP002358,CUST000400,Singapore Port,Los Angeles Port,2024-07-29,2023-10-12,In Transit,Electronics,76.39,101.11,163559.3,114582.62
SHP002359,CUST000578,Hamburg Port,Los Angeles Port,2023-11-25,2023-02-17,Delivered,Electronics,172.73,484.88,108653.43,49657.36
SHP002360,CUST002739,Shanghai Port,Hamburg Port,2022-06-10,2024-11-11,Delayed,Vehicles,146.24,404.71,103771.89,83042.15
SHP002361,CUST000115,Shanghai Port,Durban Port,2022-12-22,2024-09-13,Delivered,Textiles,168.95,326.5,172983.01,81044.8
SHP002362,CUST002847,Durban Port,Rotterdam Port,2024-04-16,2022-07-24,Delivered,Textiles,96.03,143.46,10472.39,66765.28
SHP002363,CUST001417,Rotterdam Port,Durban Port,2023-10-22,2023-11-08,In Transit,Oil,92.31,69.39,64582.48,44131.27
SHP002364,CUST002175,Durban Port,Rotterdam Port,2022-09-20,2023-09-07,In Transit,Food,148.14,118.32,120265.89,132545.38
SHP002365,CUST002982,Durban Port,Hamburg Port,2022-06-18,2022-04-15,In Transit,Vehicles,120.74,218.68,80990.01,107067.78
SHP002366,CUST001883,Hamburg Port,Rotterdam Port,2024-10-01,2024-10-18,Delayed,Oil,57.46,155.5,96779.56,113217.72
SHP002367,CUST000626,Durban Port,Lagos Port,2023-10-25,2024-12-05,Delayed,Oil,185.98,162.79,152030.89,107682.42
SHP002368,CUST002293,Singapore Port,Dubai Port,2024-06-23,2022-11-26,Delivered,Electronics,180.43,305.36,122057.01,73450.94
SHP002369,CUST001495,Singapore Port,Hamburg Port,2023-06-18,2024-10-12,Delayed,Vehicles,31.27,249.45,135886.83,124787.42
SHP002370,CUST002312,Los Angeles Port,Los Angeles Port,2024-07-08,2024-06-21,Delivered,Electronics,144.82,432.58,97641.06,85144.24
SHP002371,CUST002125,Singapore Port,Los Angeles Port,2022-10-01,2024-06-06,In Transit,Textiles,75.28,85.97,131520.77,95535.73
SHP002372,CUST002474,Lagos Port,Durban Port,2023-07-29,2023-04-29,In Transit,Food,103.03,327.56,100761.76,56035.67
SHP002373,CUST001913,Hamburg Port,Lagos Port,2022-11-03,2022-09-07,Delayed,Oil,163.02,109.82,118542.5,101354.86
SHP002374,CUST001610,Dubai Port,Lagos Port,2022-09-24,2023-02-04,Delayed,Electronics,182.33,410.51,127305.63,125690.48
SHP002375,CUST000562,Dubai Port,Rotterdam Port,2024-03-19,2024-11-11,Delayed,Electronics,51.8,144.2,182794.44,112841.37
SHP002376,CUST000730,Dubai Port,Lagos Port,2023-05-05,2022-04-17,In Transit,Textiles,80.76,215.97,91103.01,72868.92
SHP002377,CUST000763,Lagos Port,Hamburg Port,2022-10-28,2022-08-16,In Transit,Electronics,86.0,184.28,73496.25,22449.88
SHP002378,CUST001313,Rotterdam Port,Durban Port,2023-08-05,2023-04-21,Delivered,Textiles,33.22,414.35,51979.54,139125.6
SHP002379,CUST002566,Rotterdam Port,Dubai Port,2022-01-22,2023-10-11,Delayed,Vehicles,13.01,286.27,34157.62,62327.83
SHP002380,CUST000613,Hamburg Port,Dubai Port,2022-02-09,2024-02-10,Delivered,Food,176.39,327.02,104368.14,30349.1
SHP002381,CUST000146,Dubai Port,Lagos Port,2023-04-16,2023-05-05,Delayed,Vehicles,28.86,361.85,173656.8,63588.16
SHP002382,CUST002726,Hamburg Port,Singapore Port,2022-12-04,2024-11-15,Delivered,Vehicles,140.06,179.07,39338.43,24428.18
SHP002383,CUST002753,Los Angeles Port,Rotterdam Port,2024-06-16,2023-07-25,Delayed,Vehicles,100.69,476.76,169702.41,142056.41
SHP002384,CUST002016,Los Angeles Port,Los Angeles Port,2024-08-09,2023-07-24,In Transit,Food,32.49,269.47,131720.6,122884.03
SHP002385,CUST001375,Dubai Port,Hamburg Port,2023-06-10,2023-12-08,Delayed,Electronics,147.61,451.78,171742.38,6464.19
SHP002386,CUST002040,Shanghai Port,Dubai Port,2024-11-26,2023-03-17,Delayed,Oil,188.77,171.03,69095.13,88909.87
SHP002387,CUST001195,Hamburg Port,Los Angeles Port,2022-09-06,2023-09-28,Delivered,Oil,41.5,83.82,150931.62,21697.03
SHP002388,CUST002326,Singapore Port,Singapore Port,2023-12-01,2023-10-14,Delayed,Oil,67.99,463.07,30683.34,21607.7
SHP002389,CUST000567,Singapore Port,Hamburg Port,2023-03-10,2024-06-22,Delivered,Textiles,185.04,293.71,40904.61,122247.54
SHP002390,CUST001608,Lagos Port,Shanghai Port,2023-02-15,2024-09-13,In Transit,Textiles,177.42,463.22,167237.46,35547.36
SHP002391,CUST000731,Shanghai Port,Durban Port,2024-11-27,2022-12-13,In Transit,Vehicles,142.74,244.82,20517.59,71672.17
SHP002392,CUST002213,Hamburg Port,Dubai Port,2023-02-11,2023-10-06,Delivered,Vehicles,161.49,100.25,159638.86,71060.26
SHP002393,CUST002411,Los Angeles Port,Los Angeles Port,2022-11-24,2023-07-26,Delivered,Oil,192.93,397.52,68435.3,34200.21
SHP002394,CUST000835,Durban Port,Durban Port,2024-03-20,2022-12-12,Delivered,Food,180.31,303.79,180745.35,75315.35
SHP002395,CUST000459,Rotterdam Port,Singapore Port,2024-06-01,2023-09-29,In Transit,Food,15.67,210.55,198256.1,103608.76
SHP002396,CUST000665,Shanghai Port,Hamburg Port,2023-06-07,2024-01-25,In Transit,Food,6.76,43.32,57553.81,68096.61
SHP002397,CUST000721,Singapore Port,Los Angeles Port,2023-08-24,2023-01-28,In Transit,Food,151.54,193.91,151896.12,41677.33
SHP002398,CUST000952,Shanghai Port,Singapore Port,2022-01-09,2023-07-23,Delayed,Electronics,113.93,382.8,61456.64,53761.3
SHP002399,CUST001347,Los Angeles Port,Durban Port,2023-03-28,2023-02-04,Delayed,Textiles,28.62,495.96,123914.01,147801.72
SHP002400,CUST002593,Dubai Port,Durban Port,2022-01-03,2022-10-30,Delivered,Vehicles,71.52,12.44,122730.28,6371.35
SHP002401,CUST001646,Lagos Port,Durban Port,2024-04-27,2023-12-06,Delayed,Oil,144.84,445.29,115195.51,112653.03
SHP002402,CUST000821,Los Angeles Port,Durban Port,2024-08-20,2024-04-25,In Transit,Electronics,27.51,74.11,92019.39,95353.12
SHP002403,CUST000756,Durban Port,Singapore Port,2023-05-11,2023-01-31,Delivered,Food,181.55,295.41,191298.27,56732.79
SHP002404,CUST002221,Shanghai Port,Los Angeles Port,2023-09-26,2023-03-29,In Transit,Electronics,72.61,308.43,24774.35,48904.54
SHP002405,CUST000766,Shanghai Port,Los Angeles Port,2022-01-10,2023-12-09,In Transit,Textiles,83.29,306.21,124693.92,38577.35
SHP002406,CUST001405,Los Angeles Port,Durban Port,2022-11-30,2022-07-18,Delayed,Food,197.48,485.23,188976.57,63753.18
SHP002407,CUST002720,Rotterdam Port,Lagos Port,2023-04-22,2024-11-15,Delayed,Electronics,92.68,189.83,191185.75,21594.35
SHP002408,CUST001026,Shanghai Port,Los Angeles Port,2022-07-13,2023-07-27,Delivered,Food,63.63,212.11,135927.23,79146.89
SHP002409,CUST000287,Durban Port,Rotterdam Port,2022-09-07,2024-01-13,Delayed,Oil,187.55,360.34,68555.88,71524.73
SHP002410,CUST002086,Dubai Port,Hamburg Port,2022-10-23,2024-04-16,Delivered,Food,91.39,445.37,87942.34,41957.4
SHP002411,CUST000217,Hamburg Port,Hamburg Port,2024-04-11,2023-06-03,Delivered,Vehicles,79.5,49.43,21049.92,109284.33
SHP002412,CUST001843,Lagos Port,Los Angeles Port,2022-10-23,2024-08-27,Delayed,Textiles,10.04,166.0,12379.42,108291.27
SHP002413,CUST001799,Rotterdam Port,Rotterdam Port,2023-12-22,2024-03-09,Delivered,Oil,59.5,345.09,190906.55,140241.36
SHP002414,CUST001835,Shanghai Port,Dubai Port,2024-06-16,2024-01-03,Delayed,Vehicles,183.59,250.36,95329.0,94912.74
SHP002415,CUST000378,Durban Port,Hamburg Port,2023-04-07,2022-09-08,Delivered,Food,26.07,57.97,72116.21,24069.33
SHP002416,CUST002813,Singapore Port,Shanghai Port,2023-03-13,2024-12-25,Delayed,Food,12.03,22.49,111207.85,26900.55
SHP002417,CUST002821,Rotterdam Port,Rotterdam Port,2024-12-15,2023-05-02,Delayed,Electronics,162.43,72.81,124374.93,137308.74
SHP002418,CUST002030,Durban Port,Dubai Port,2024-06-07,2022-11-06,Delivered,Oil,190.05,74.53,130005.55,88466.43
SHP002419,CUST001905,Durban Port,Durban Port,2023-07-17,2024-03-16,Delayed,Vehicles,178.94,339.68,68775.87,35483.52
SHP002420,CUST000123,Durban Port,Singapore Port,2023-07-17,2023-11-14,Delayed,Oil,23.66,366.96,5666.98,17300.51
SHP002421,CUST001644,Los Angeles Port,Rotterdam Port,2023-08-18,2022-08-07,Delivered,Food,191.75,93.54,141381.44,146633.99
SHP002422,CUST001300,Hamburg Port,Dubai Port,2024-07-07,2022-02-04,In Transit,Oil,38.99,481.77,161187.72,54463.18
SHP002423,CUST000828,Dubai Port,Durban Port,2022-09-06,2023-02-16,Delayed,Electronics,163.58,142.03,146080.01,22940.73
SHP002424,CUST001369,Los Angeles Port,Durban Port,2023-12-29,2022-06-28,Delayed,Textiles,91.72,345.55,118181.32,27638.16
SHP002425,CUST002968,Lagos Port,Lagos Port,2024-02-11,2022-06-18,Delivered,Oil,174.88,321.51,77588.86,15150.77
SHP002426,CUST000032,Singapore Port,Shanghai Port,2022-08-21,2024-09-18,Delayed,Electronics,22.1,34.32,160961.56,28230.33
SHP002427,CUST000747,Singapore Port,Lagos Port,2022-03-20,2023-10-26,In Transit,Food,45.75,454.35,197332.08,144609.97
SHP002428,CUST001250,Hamburg Port,Durban Port,2022-05-25,2024-02-17,Delivered,Textiles,196.82,254.64,181274.97,41401.91
SHP002429,CUST001531,Los Angeles Port,Durban Port,2024-06-03,2022-12-06,In Transit,Vehicles,77.21,247.82,48924.34,47468.85
SHP002430,CUST000482,Hamburg Port,Rotterdam Port,2024-09-15,2024-11-23,Delivered,Textiles,70.67,163.16,103588.72,93154.66
SHP002431,CUST001603,Durban Port,Los Angeles Port,2024-07-27,2024-09-07,Delivered,Food,101.29,38.86,131874.25,57460.35
SHP002432,CUST001021,Singapore Port,Dubai Port,2022-12-05,2023-11-04,In Transit,Food,44.21,10.85,114613.27,128050.01
SHP002433,CUST002365,Shanghai Port,Los Angeles Port,2022-12-19,2022-09-03,Delivered,Vehicles,107.27,336.05,56363.94,92285.62
SHP002434,CUST002483,Durban Port,Lagos Port,2023-04-24,2022-11-29,In Transit,Textiles,182.35,99.19,129128.71,68008.2
SHP002435,CUST000155,Los Angeles Port,Dubai Port,2024-04-05,2022-08-19,Delayed,Oil,109.94,207.73,130482.07,134290.03
SHP002436,CUST001852,Dubai Port,Shanghai Port,2024-03-11,2024-12-26,Delivered,Oil,60.07,496.82,13275.87,78370.54
SHP002437,CUST002585,Singapore Port,Durban Port,2022-02-11,2022-07-14,Delivered,Vehicles,62.78,368.29,78828.91,143887.61
SHP002438,CUST000781,Durban Port,Durban Port,2023-08-06,2022-02-02,Delivered,Oil,34.7,324.2,146942.03,73565.12
SHP002439,CUST001268,Singapore Port,Dubai Port,2022-03-12,2024-12-09,Delayed,Food,39.7,369.38,46495.71,91301.35
SHP002440,CUST000026,Los Angeles Port,Singapore Port,2023-11-15,2024-01-07,Delivered,Food,89.23,383.1,122979.22,14137.89
SHP002441,CUST000799,Shanghai Port,Hamburg Port,2024-01-03,2024-10-13,Delivered,Oil,194.07,106.06,96163.8,147602.59
SHP002442,CUST001442,Durban Port,Dubai Port,2022-08-06,2022-08-03,Delayed,Food,48.12,58.27,122191.72,60276.65
SHP002443,CUST002092,Shanghai Port,Dubai Port,2024-02-03,2022-10-19,Delayed,Food,37.61,74.15,177879.17,38419.52
SHP002444,CUST001191,Dubai Port,Dubai Port,2022-12-31,2022-03-12,Delivered,Oil,177.2,167.02,188169.23,50062.27
SHP002445,CUST000470,Rotterdam Port,Shanghai Port,2022-04-30,2022-01-18,Delayed,Food,66.89,297.99,39116.18,144453.37
SHP002446,CUST002746,Hamburg Port,Rotterdam Port,2022-02-10,2023-12-05,Delivered,Oil,95.42,269.29,23205.49,45016.63
SHP002447,CUST001124,Shanghai Port,Dubai Port,2023-07-06,2024-04-07,Delivered,Oil,187.76,441.31,168456.95,83323.29
SHP002448,CUST002245,Durban Port,Durban Port,2024-09-27,2024-05-07,In Transit,Vehicles,171.83,104.03,11855.6,123247.86
SHP002449,CUST000929,Shanghai Port,Rotterdam Port,2023-03-06,2024-10-19,Delayed,Vehicles,165.01,435.74,19334.1,108089.61
SHP002450,CUST001801,Singapore Port,Shanghai Port,2024-07-27,2023-08-20,In Transit,Oil,30.63,54.99,17089.41,101659.29
SHP002451,CUST001354,Singapore Port,Lagos Port,2022-02-20,2022-08-05,In Transit,Electronics,148.5,413.49,78685.49,113629.34
SHP002452,CUST001598,Dubai Port,Shanghai Port,2024-10-04,2022-08-19,In Transit,Vehicles,93.92,277.55,160617.29,4219.25
SHP002453,CUST001013,Shanghai Port,Rotterdam Port,2024-07-02,2024-02-21,In Transit,Electronics,73.11,38.9,102076.59,79173.59
SHP002454,CUST001776,Hamburg Port,Shanghai Port,2024-09-19,2023-02-24,In Transit,Textiles,84.6,64.32,199216.54,121947.71
SHP002455,CUST001338,Singapore Port,Singapore Port,2022-12-16,2024-01-19,Delivered,Oil,106.07,139.34,199060.79,117448.52
SHP002456,CUST000373,Dubai Port,Los Angeles Port,2023-10-25,2023-12-28,In Transit,Vehicles,68.55,356.06,87615.19,15774.56
SHP002457,CUST001160,Rotterdam Port,Los Angeles Port,2024-03-25,2024-04-13,Delivered,Oil,28.19,369.35,197084.84,111800.32
SHP002458,CUST001035,Lagos Port,Shanghai Port,2023-08-11,2023-06-02,Delayed,Textiles,172.58,480.71,34350.19,139368.11
SHP002459,CUST002273,Rotterdam Port,Durban Port,2023-12-10,2023-01-27,Delayed,Oil,113.0,331.28,64038.14,119265.64
SHP002460,CUST000400,Shanghai Port,Singapore Port,2023-11-05,2022-07-25,Delayed,Food,162.65,185.48,188251.95,6913.36
SHP002461,CUST000437,Singapore Port,Shanghai Port,2024-01-18,2024-10-28,In Transit,Electronics,169.74,259.45,54019.74,146911.07
SHP002462,CUST002767,Shanghai Port,Los Angeles Port,2024-11-02,2023-07-13,In Transit,Food,34.61,264.41,118097.94,87596.76
SHP002463,CUST002851,Rotterdam Port,Durban Port,2023-02-08,2024-01-02,Delivered,Oil,37.31,464.57,89954.1,145063.85
SHP002464,CUST001603,Lagos Port,Rotterdam Port,2023-11-08,2023-05-19,In Transit,Vehicles,149.91,346.29,90199.99,44588.31
SHP002465,CUST002648,Rotterdam Port,Shanghai Port,2024-01-14,2024-03-07,Delivered,Oil,142.84,339.83,22089.38,30942.06
SHP002466,CUST000678,Rotterdam Port,Hamburg Port,2022-03-10,2022-05-16,In Transit,Electronics,108.32,492.39,165681.02,38212.39
SHP002467,CUST002477,Los Angeles Port,Shanghai Port,2022-02-19,2022-06-06,Delivered,Food,22.15,114.06,74925.14,110227.41
SHP002468,CUST002783,Dubai Port,Lagos Port,2023-09-23,2022-11-10,Delayed,Textiles,50.15,171.87,182628.24,149807.69
SHP002469,CUST002074,Dubai Port,Los Angeles Port,2024-03-02,2024-12-03,In Transit,Electronics,41.91,364.32,162636.52,33877.38
SHP002470,CUST001363,Lagos Port,Hamburg Port,2022-08-31,2024-11-25,Delayed,Textiles,87.35,20.19,21055.94,44239.67
SHP002471,CUST002031,Singapore Port,Durban Port,2024-07-28,2023-10-23,Delayed,Textiles,17.32,184.64,187147.89,72501.09
SHP002472,CUST000628,Los Angeles Port,Dubai Port,2022-02-13,2022-02-14,In Transit,Food,81.34,223.32,56142.47,18431.32
SHP002473,CUST002629,Durban Port,Singapore Port,2022-05-22,2022-10-25,Delayed,Oil,71.18,90.28,141947.22,42467.91
SHP002474,CUST002945,Los Angeles Port,Dubai Port,2023-12-04,2024-07-28,Delivered,Textiles,160.39,88.18,168195.11,118391.45
SHP002475,CUST002828,Los Angeles Port,Lagos Port,2024-03-05,2024-07-24,Delayed,Food,174.99,222.06,170345.29,113035.81
SHP002476,CUST000450,Dubai Port,Rotterdam Port,2022-11-21,2023-02-09,In Transit,Food,166.59,405.22,101914.93,59600.92
SHP002477,CUST002868,Lagos Port,Rotterdam Port,2022-02-23,2022-07-17,Delayed,Oil,123.05,146.94,45019.98,10900.0
SHP002478,CUST000538,Lagos Port,Lagos Port,2022-01-13,2023-07-22,Delayed,Oil,61.12,457.37,5881.43,27725.68
SHP002479,CUST002064,Lagos Port,Hamburg Port,2024-12-25,2024-01-19,Delayed,Food,84.88,457.4,161614.01,12227.78
SHP002480,CUST001228,Lagos Port,Durban Port,2023-07-11,2024-09-03,Delivered,Vehicles,94.63,454.46,193245.77,91117.08
SHP002481,CUST000487,Rotterdam Port,Lagos Port,2024-02-23,2024-06-14,In Transit,Textiles,180.09,441.22,8971.38,44445.99
SHP002482,CUST000364,Shanghai Port,Hamburg Port,2022-11-24,2023-09-17,In Transit,Vehicles,30.25,217.38,68204.53,92116.44
SHP002483,CUST000084,Lagos Port,Singapore Port,2022-06-16,2022-10-05,Delivered,Electronics,170.79,338.9,74109.01,16381.63
SHP002484,CUST001081,Durban Port,Rotterdam Port,2022-12-27,2024-01-18,Delayed,Electronics,55.75,323.37,63226.11,27791.94
SHP002485,CUST001274,Rotterdam Port,Dubai Port,2023-11-21,2022-05-08,In Transit,Vehicles,56.98,43.89,177156.54,40256.51
SHP002486,CUST002661,Singapore Port,Hamburg Port,2023-01-22,2024-03-23,In Transit,Textiles,187.03,241.95,134730.93,136248.95
SHP002487,CUST000868,Durban Port,Los Angeles Port,2022-05-12,2024-08-26,In Transit,Textiles,55.91,215.06,122277.83,23188.38
SHP002488,CUST001575,Singapore Port,Shanghai Port,2022-08-08,2022-05-02,In Transit,Food,13.99,285.4,18765.78,46578.28
SHP002489,CUST002419,Durban Port,Rotterdam Port,2022-09-04,2023-12-15,Delayed,Vehicles,197.84,124.82,168339.12,111894.29
SHP002490,CUST002633,Lagos Port,Dubai Port,2024-12-22,2024-08-16,Delayed,Electronics,31.36,80.98,13295.65,134223.85
SHP002491,CUST000662,Singapore Port,Singapore Port,2024-11-06,2022-10-04,Delayed,Oil,41.96,66.23,74500.84,111811.14
SHP002492,CUST001187,Rotterdam Port,Shanghai Port,2022-06-11,2023-07-26,In Transit,Food,5.61,335.35,33047.59,103101.76
SHP002493,CUST001591,Shanghai Port,Durban Port,2024-12-14,2023-01-20,Delivered,Textiles,90.89,340.87,164565.16,116796.81
SHP002494,CUST000175,Singapore Port,Rotterdam Port,2024-02-01,2023-03-21,Delivered,Food,106.7,143.55,44907.63,118610.63
SHP002495,CUST002545,Rotterdam Port,Dubai Port,2023-12-21,2024-07-03,Delivered,Food,47.93,241.16,137198.76,39999.92
SHP002496,CUST000322,Durban Port,Rotterdam Port,2023-07-20,2022-02-18,Delayed,Vehicles,63.74,428.25,159910.47,81278.74
SHP002497,CUST002413,Dubai Port,Shanghai Port,2022-12-15,2024-05-15,Delivered,Textiles,96.54,405.41,193888.9,130446.22
SHP002498,CUST002155,Rotterdam Port,Dubai Port,2024-06-04,2024-06-12,In Transit,Electronics,194.0,111.75,163363.15,13053.05
SHP002499,CUST001068,Rotterdam Port,Dubai Port,2022-10-21,2023-06-10,Delayed,Food,190.99,304.33,155667.0,25014.87
SHP002500,CUST002069,Rotterdam Port,Lagos Port,2023-02-10,2023-08-25,In Transit,Textiles,36.64,224.67,129061.68,36500.74
SHP002501,CUST001401,Shanghai Port,Rotterdam Port,2022-10-22,2024-05-28,In Transit,Oil,166.12,70.98,161056.2,17521.03
SHP002502,CUST001352,Los Angeles Port,Los Angeles Port,2024-04-14,2023-10-04,Delivered,Electronics,148.55,494.52,141700.71,117079.63
SHP002503,CUST000474,Durban Port,Durban Port,2024-02-27,2023-05-19,In Transit,Oil,96.83,157.32,41085.17,138758.28
SHP002504,CUST001301,Singapore Port,Los Angeles Port,2024-01-13,2022-04-05,In Transit,Food,45.36,35.45,84134.56,103605.4
SHP002505,CUST001937,Singapore Port,Shanghai Port,2023-10-10,2023-08-20,In Transit,Vehicles,124.8,375.35,69769.81,53782.58
SHP002506,CUST000987,Shanghai Port,Hamburg Port,2024-01-02,2023-09-20,Delivered,Food,21.68,222.85,85126.29,46162.68
SHP002507,CUST002205,Los Angeles Port,Dubai Port,2024-04-11,2023-11-27,In Transit,Electronics,104.06,289.08,85893.1,71434.05
SHP002508,CUST000438,Shanghai Port,Los Angeles Port,2023-04-27,2023-03-12,Delivered,Electronics,92.12,88.26,194590.06,89103.46
SHP002509,CUST000014,Shanghai Port,Durban Port,2022-11-07,2023-01-30,Delivered,Textiles,62.25,164.09,82680.34,119390.72
SHP002510,CUST001655,Lagos Port,Singapore Port,2024-04-04,2022-11-14,Delayed,Food,168.56,238.12,67400.53,128655.2
SHP002511,CUST002477,Dubai Port,Dubai Port,2023-07-11,2023-12-06,In Transit,Electronics,71.8,129.9,158200.36,21448.1
SHP002512,CUST000951,Rotterdam Port,Hamburg Port,2024-10-27,2024-07-01,In Transit,Food,123.7,482.61,25945.45,136689.11
SHP002513,CUST002453,Dubai Port,Los Angeles Port,2024-11-24,2023-03-08,Delivered,Textiles,165.75,22.08,13773.02,108839.59
SHP002514,CUST000428,Durban Port,Durban Port,2024-10-26,2023-10-30,Delayed,Textiles,74.32,366.07,189545.03,32725.61
SHP002515,CUST000412,Dubai Port,Singapore Port,2023-03-09,2023-10-21,Delayed,Oil,69.62,35.92,103939.79,44309.75
SHP002516,CUST002055,Shanghai Port,Rotterdam Port,2023-03-28,2023-07-24,Delivered,Vehicles,106.77,88.9,92783.66,30248.01
SHP002517,CUST001210,Hamburg Port,Los Angeles Port,2022-05-29,2023-04-21,Delayed,Vehicles,137.95,142.07,42073.12,113908.68
SHP002518,CUST000305,Lagos Port,Durban Port,2024-02-21,2023-12-10,In Transit,Food,83.83,114.94,157110.95,128469.85
